-8
8
-6
7
null
Decoration	-	down.png	0.0	6.0		false		

Base	-	IceStone2.png	-8.0	-6.0		
Base	-	IceStone2.png	-8.0	-5.0		
Base	-	IceStone2.png	-8.0	-4.0		
Base	-	IceStone2.png	-8.0	-3.0		
Base	-	IceStone2.png	-8.0	-2.0		
Base	-	IceStone2.png	-8.0	-1.0		
Base	-	IceStone2.png	-8.0	0.0		
Base	-	IceStone2.png	-8.0	1.0		
Base	-	IceStone2.png	-8.0	2.0		
Base	-	IceStone2.png	-8.0	3.0		
Base	-	IceStone2.png	-8.0	4.0		
Base	-	IceStone2.png	-8.0	5.0		
Base	-	IceStone2.png	-7.0	-6.0		
Base	-	IceStone2.png	-7.0	-5.0		
Base	-	IceStone2.png	-7.0	-4.0		
Base	-	IceStone2.png	-7.0	-3.0		
Base	-	IceStone2.png	-7.0	-2.0		
Base	-	IceStone2.png	-7.0	-1.0		
Base	-	IceStone2.png	-7.0	0.0		
Base	-	IceStone2.png	-7.0	1.0		
Base	-	IceStone2.png	-7.0	2.0		
Base	-	IceStone2.png	-7.0	3.0		
Base	-	IceStone2.png	-7.0	4.0		
Base	-	IceStone2.png	-7.0	5.0		
Base	-	IceStone2.png	-6.0	-6.0		
Base	-	IceStone2.png	-6.0	-5.0		
Base	-	IceStone2.png	-6.0	-4.0		
Base	-	IceStone2.png	-6.0	-3.0		
Base	-	IceStone2.png	-6.0	-2.0		
Base	-	IceStone2.png	-6.0	-1.0		
Base	-	IceStone2.png	-6.0	0.0		
Base	-	IceStone2.png	-6.0	1.0		
Base	-	IceStone2.png	-6.0	2.0		
Base	-	IceStone2.png	-6.0	3.0		
Base	-	IceStone2.png	-6.0	4.0		
Base	-	IceStone2.png	-6.0	5.0		
Base	-	IceStone2.png	-5.0	-6.0		
Base	-	IceStone2.png	-5.0	-5.0		
Base	-	IceStone2.png	-5.0	-4.0		
Base	-	IceStone2.png	-5.0	-3.0		
Base	-	IceStone2.png	-5.0	-2.0		
Base	-	IceStone2.png	-5.0	-1.0		
Base	-	IceStone2.png	-5.0	0.0		
Base	-	IceStone2.png	-5.0	1.0		
Base	-	IceStone2.png	-5.0	2.0		
Base	-	IceStone2.png	-5.0	3.0		
Base	-	IceStone2.png	-5.0	4.0		
Base	-	IceStone2.png	-5.0	5.0		
Base	-	IceStone2.png	-4.0	-6.0		
Base	-	IceStone2.png	-4.0	-5.0		
Base	-	IceStone2.png	-4.0	-4.0		
Base	-	IceStone2.png	-4.0	-3.0		
Base	-	IceStone2.png	-4.0	-2.0		
Base	-	IceStone2.png	-4.0	-1.0		
Base	-	IceStone2.png	-4.0	0.0		
Base	-	IceStone2.png	-4.0	1.0		
Base	-	IceStone2.png	-4.0	2.0		
Base	-	IceStone2.png	-4.0	3.0		
Base	-	IceStone2.png	-4.0	4.0		
Base	-	IceStone2.png	-4.0	5.0		
Base	-	IceStone2.png	-3.0	-6.0		
Base	-	IceStone2.png	-3.0	-5.0		
Base	-	IceStone2.png	-3.0	-4.0		
Base	-	IceStone2.png	-3.0	-3.0		
Base	-	IceStone2.png	-3.0	-2.0		
Base	-	IceStone2.png	-3.0	-1.0		
Base	-	IceStone2.png	-3.0	0.0		
Base	-	IceStone2.png	-3.0	1.0		
Base	-	IceStone2.png	-3.0	2.0		
Base	-	IceStone2.png	-3.0	3.0		
Base	-	IceStone2.png	-3.0	4.0		
Base	-	IceStone2.png	-3.0	5.0		
Base	-	IceStone2.png	-2.0	-6.0		
Base	-	IceStone2.png	-2.0	-5.0		
Base	-	IceStone2.png	-2.0	-4.0		
Base	-	IceStone2.png	-2.0	-3.0		
Base	-	IceStone2.png	-2.0	-2.0		
Base	-	IceStone2.png	-2.0	-1.0		
Base	-	IceStone2.png	-2.0	0.0		
Base	-	IceStone2.png	-2.0	1.0		
Base	-	IceStone2.png	-2.0	2.0		
Base	-	IceStone2.png	-2.0	3.0		
Base	-	IceStone2.png	-2.0	4.0		
Base	-	IceStone2.png	-2.0	5.0		
Base	-	IceStone2.png	-1.0	-6.0		
Base	-	IceStone2.png	-1.0	-5.0		
Base	-	IceStone2.png	-1.0	-4.0		
Base	-	IceStone2.png	-1.0	-3.0		
Base	-	IceStone2.png	-1.0	-2.0		
Base	-	IceStone2.png	-1.0	-1.0		
Base	-	IceStone2.png	-1.0	0.0		
Base	-	IceStone2.png	-1.0	1.0		
Base	-	IceStone2.png	-1.0	2.0		
Base	-	IceStone2.png	-1.0	3.0		
Base	-	IceStone2.png	-1.0	4.0		
Base	-	IceStone2.png	-1.0	5.0		
Base	-	IceStone2.png	0.0	-6.0		
Base	-	IceStone2.png	0.0	-5.0		
Base	-	IceStone2.png	0.0	-4.0		
Base	-	IceStone2.png	0.0	-3.0		
Base	-	IceStone2.png	0.0	-2.0		
Base	-	IceStone2.png	0.0	-1.0		
Base	-	IceStone2.png	0.0	0.0		
Base	-	IceStone2.png	0.0	1.0		
Base	-	IceStone2.png	0.0	2.0		
Base	-	IceStone2.png	0.0	3.0		
Base	-	IceStone2.png	0.0	4.0		
Base	-	IceStone2.png	0.0	5.0		
LoadNew	From-Start	IceStone2.png	0.0	6.0		-		
Base	-	IceStone2.png	1.0	-6.0		
Base	-	IceStone2.png	1.0	-5.0		
Base	-	IceStone2.png	1.0	-4.0		
Base	-	IceStone2.png	1.0	-3.0		
Base	-	IceStone2.png	1.0	-2.0		
Base	-	IceStone2.png	1.0	-1.0		
Base	-	IceStone2.png	1.0	0.0		
Base	-	IceStone2.png	1.0	1.0		
Base	-	IceStone2.png	1.0	2.0		
Base	-	IceStone2.png	1.0	3.0		
Base	-	IceStone2.png	1.0	4.0		
Base	-	IceStone2.png	1.0	5.0		
Base	-	IceStone2.png	2.0	-6.0		
Base	-	IceStone2.png	2.0	-5.0		
Base	-	IceStone2.png	2.0	-4.0		
Base	-	IceStone2.png	2.0	-3.0		
Base	-	IceStone2.png	2.0	-2.0		
Base	-	IceStone2.png	2.0	-1.0		
Base	-	IceStone2.png	2.0	0.0		
Base	-	IceStone2.png	2.0	1.0		
Base	-	IceStone2.png	2.0	2.0		
Base	-	IceStone2.png	2.0	3.0		
Base	-	IceStone2.png	2.0	4.0		
Base	-	IceStone2.png	2.0	5.0		
Base	-	IceStone2.png	3.0	-6.0		
Base	-	IceStone2.png	3.0	-5.0		
Base	-	IceStone2.png	3.0	-4.0		
Base	-	IceStone2.png	3.0	-3.0		
Base	-	IceStone2.png	3.0	-2.0		
Base	-	IceStone2.png	3.0	-1.0		
Base	-	IceStone2.png	3.0	0.0		
Base	-	IceStone2.png	3.0	1.0		
Base	-	IceStone2.png	3.0	2.0		
Base	-	IceStone2.png	3.0	3.0		
Base	-	IceStone2.png	3.0	4.0		
Base	-	IceStone2.png	3.0	5.0		
Base	-	IceStone2.png	4.0	-6.0		
Base	-	IceStone2.png	4.0	-5.0		
Base	-	IceStone2.png	4.0	-4.0		
Base	-	IceStone2.png	4.0	-3.0		
Base	-	IceStone2.png	4.0	-2.0		
Base	-	IceStone2.png	4.0	-1.0		
Base	-	IceStone2.png	4.0	0.0		
Base	-	IceStone2.png	4.0	1.0		
Base	-	IceStone2.png	4.0	2.0		
Base	-	IceStone2.png	4.0	3.0		
Base	-	IceStone2.png	4.0	4.0		
Base	-	IceStone2.png	4.0	5.0		
Base	-	IceStone2.png	5.0	-6.0		
Base	-	IceStone2.png	5.0	-5.0		
Base	-	IceStone2.png	5.0	-4.0		
Base	-	IceStone2.png	5.0	-3.0		
Base	-	IceStone2.png	5.0	-2.0		
Base	-	IceStone2.png	5.0	-1.0		
Base	-	IceStone2.png	5.0	0.0		
Base	-	IceStone2.png	5.0	1.0		
Base	-	IceStone2.png	5.0	2.0		
Base	-	IceStone2.png	5.0	3.0		
Base	-	IceStone2.png	5.0	4.0		
Base	-	IceStone2.png	5.0	5.0		
Base	-	IceStone2.png	6.0	-6.0		
Base	-	IceStone2.png	6.0	-5.0		
Base	-	IceStone2.png	6.0	-4.0		
Base	-	IceStone2.png	6.0	-3.0		
Base	-	IceStone2.png	6.0	-2.0		
Base	-	IceStone2.png	6.0	-1.0		
Base	-	IceStone2.png	6.0	0.0		
Base	-	IceStone2.png	6.0	1.0		
Base	-	IceStone2.png	6.0	2.0		
Base	-	IceStone2.png	6.0	3.0		
Base	-	IceStone2.png	6.0	4.0		
Base	-	IceStone2.png	6.0	5.0		
Base	-	IceStone2.png	7.0	-6.0		
Base	-	IceStone2.png	7.0	-5.0		
Base	-	IceStone2.png	7.0	-4.0		
Base	-	IceStone2.png	7.0	-3.0		
Base	-	IceStone2.png	7.0	-2.0		
Base	-	IceStone2.png	7.0	-1.0		
Base	-	IceStone2.png	7.0	0.0		
Base	-	IceStone2.png	7.0	1.0		
Base	-	IceStone2.png	7.0	2.0		
Base	-	IceStone2.png	7.0	3.0		
Base	-	IceStone2.png	7.0	4.0		
Base	-	IceStone2.png	7.0	5.0		



