-12
8
-8
7
Winter_Dungeon_Bells.mp3
Decoration	-	stairs_up_ice.png	0.0	6.0		false		

LoadNew	From-ice-exit	stairs_down.png	-12.0	-4.0		ice-exit		
Base	-	IceStone.png	-12.0	-2.0		
Base	-	IceStone.png	-11.0	-4.0		
Base	-	IceStone.png	-11.0	-3.0		
Base	-	IceStone.png	-11.0	-2.0		
Base	-	IceStone.png	-10.0	-4.0		
Base	-	IceStone.png	-10.0	-3.0		
Base	-	IceStone.png	-10.0	-2.0		
Base	-	IceStone.png	-9.0	-2.0		
LoadNew	-	icepit.png	-8.0	-8.0		ice-6		
Ice	-	ice.png	-8.0	-7.0		
Ice	-	ice.png	-8.0	-6.0		
Ice	-	ice.png	-8.0	-5.0		
Ice	-	ice.png	-8.0	-4.0		
Ice	-	ice.png	-8.0	-3.0		
Ice	-	ice.png	-8.0	-2.0		
Ice	-	ice.png	-8.0	-1.0		
Ice	-	ice.png	-8.0	0.0		
Ice	-	ice.png	-8.0	1.0		
Ice	-	ice.png	-8.0	2.0		
Ice	-	ice.png	-8.0	3.0		
Ice	-	ice.png	-8.0	4.0		
LoadNew	-	icepit.png	-8.0	5.0		ice-6		
Ice	-	ice.png	-7.0	-8.0		
Ice	-	ice.png	-7.0	-7.0		
Ice	-	ice.png	-7.0	-6.0		
Ice	-	ice.png	-7.0	-5.0		
Ice	-	ice.png	-7.0	-4.0		
Ice	-	ice.png	-7.0	-3.0		
Ice	-	ice.png	-7.0	-2.0		
Ice	-	ice.png	-7.0	-1.0		
Ice	-	ice.png	-7.0	0.0		
Ice	-	ice.png	-7.0	1.0		
Ice	-	ice.png	-7.0	2.0		
Ice	-	ice.png	-7.0	3.0		
Ice	-	ice.png	-7.0	4.0		
Ice	-	ice.png	-7.0	5.0		
Ice	-	ice.png	-6.0	-8.0		
Ice	-	ice.png	-6.0	-7.0		
Ice	-	ice.png	-6.0	-6.0		
Ice	-	ice.png	-6.0	-5.0		
Ice	-	ice.png	-6.0	-4.0		
Ice	-	ice.png	-6.0	-3.0		
Ice	-	ice.png	-6.0	-2.0		
Ice	-	ice.png	-6.0	-1.0		
Ice	-	ice.png	-6.0	0.0		
Ice	-	ice.png	-6.0	1.0		
Ice	-	ice.png	-6.0	2.0		
Ice	-	ice.png	-6.0	3.0		
Ice	-	ice.png	-6.0	4.0		
Ice	-	ice.png	-6.0	5.0		
Ice	-	ice.png	-5.0	-8.0		
Ice	-	ice.png	-5.0	-7.0		
Ice	-	ice.png	-5.0	-6.0		
Ice	-	ice.png	-5.0	-5.0		
Ice	-	ice.png	-5.0	-4.0		
Ice	-	ice.png	-5.0	-3.0		
Base	-	IceStone.png	-5.0	-2.0		
Ice	-	ice.png	-5.0	-1.0		
Ice	-	ice.png	-5.0	0.0		
Ice	-	ice.png	-5.0	1.0		
Ice	-	ice.png	-5.0	2.0		
Ice	-	ice.png	-5.0	3.0		
Ice	-	ice.png	-5.0	4.0		
Ice	-	ice.png	-5.0	5.0		
Ice	-	ice.png	-4.0	-8.0		
Ice	-	ice.png	-4.0	-7.0		
Ice	-	ice.png	-4.0	-6.0		
Ice	-	ice.png	-4.0	-5.0		
Ice	-	ice.png	-4.0	-4.0		
Ice	-	ice.png	-4.0	-3.0		
Ice	-	ice.png	-4.0	-2.0		
Ice	-	ice.png	-4.0	-1.0		
Ice	-	ice.png	-4.0	0.0		
Ice	-	ice.png	-4.0	1.0		
Ice	-	ice.png	-4.0	2.0		
Ice	-	ice.png	-4.0	3.0		
Ice	-	ice.png	-4.0	4.0		
Ice	-	ice.png	-4.0	5.0		
Ice	-	ice.png	-3.0	-8.0		
Ice	-	ice.png	-3.0	-7.0		
Ice	-	ice.png	-3.0	-6.0		
Ice	-	ice.png	-3.0	-5.0		
Ice	-	ice.png	-3.0	-4.0		
Ice	-	ice.png	-3.0	-3.0		
Ice	-	ice.png	-3.0	-2.0		
Ice	-	ice.png	-3.0	-1.0		
Ice	-	ice.png	-3.0	0.0		
Ice	-	ice.png	-3.0	1.0		
Ice	-	ice.png	-3.0	2.0		
Ice	-	ice.png	-3.0	3.0		
Ice	-	ice.png	-3.0	4.0		
Ice	-	ice.png	-3.0	5.0		
Ice	-	ice.png	-2.0	-8.0		
Ice	-	ice.png	-2.0	-7.0		
Ice	-	ice.png	-2.0	-6.0		
Ice	-	ice.png	-2.0	-5.0		
Ice	-	ice.png	-2.0	-4.0		
Ice	-	ice.png	-2.0	-3.0		
Ice	-	ice.png	-2.0	-2.0		
Ice	-	ice.png	-2.0	-1.0		
Ice	-	ice.png	-2.0	0.0		
Ice	-	ice.png	-2.0	1.0		
Ice	-	ice.png	-2.0	2.0		
Ice	-	ice.png	-2.0	3.0		
Ice	-	ice.png	-2.0	4.0		
Ice	-	ice.png	-2.0	5.0		
Ice	-	ice.png	-1.0	-8.0		
Ice	-	ice.png	-1.0	-7.0		
Ice	-	ice.png	-1.0	-6.0		
Ice	-	ice.png	-1.0	-5.0		
Ice	-	ice.png	-1.0	-4.0		
Ice	-	ice.png	-1.0	-3.0		
Ice	-	ice.png	-1.0	-2.0		
Ice	-	ice.png	-1.0	-1.0		
Ice	-	ice.png	-1.0	0.0		
Ice	-	ice.png	-1.0	1.0		
Ice	-	ice.png	-1.0	2.0		
Ice	-	ice.png	-1.0	3.0		
Ice	-	ice.png	-1.0	4.0		
Ice	-	ice.png	-1.0	5.0		
Ice	-	ice.png	0.0	-8.0		
Ice	-	ice.png	0.0	-7.0		
Ice	-	ice.png	0.0	-6.0		
Ice	-	ice.png	0.0	-5.0		
Ice	-	ice.png	0.0	-4.0		
Ice	-	ice.png	0.0	-3.0		
Ice	-	ice.png	0.0	-2.0		
